Screen Name,Date,Tweet Text,Compound Score,Postive Score,Neutral Score,Negative Score,Tweet Number
CBS,Mon Nov 04 17:04:52 +0000 2019,"Kick off the holiday season with The #Thanksgiving Day Parade, hosted by @KevinFrazier &amp; @KeltieKnight with… https://t.co/yif2As00ld",0.402,0.144,0.856,0.0,29
CBS,Mon Nov 04 00:41:32 +0000 2019,Due to #NFL overrun #CBS Sunday programs delayed ONLY in EAST/CENTRAL Time Zones. New start times: #60Minutes 7:37/… https://t.co/y4zsZHnriN,-0.226,0.0,0.905,0.095,30
CBS,Sun Nov 03 18:00:00 +0000 2019,"After setting their clocks back an hour for #DaylightSavingTime, the cast of the @YandR_CBS is feeling like the you… https://t.co/68MXzF8NVT",0.459,0.182,0.818,0.0,31
CBS,Sun Nov 03 14:29:00 +0000 2019,Get ready for Week 9 of the NFL on CBS. Check out the schedule to watch and stream your local games live today acro… https://t.co/NsBRYJNyHz,0.361,0.098,0.902,0.0,32
CBS,Sun Nov 03 03:34:15 +0000 2019,RT @survivorcbs: Our hearts go out to Rudy's family and friends. He will be greatly missed. 💔 https://t.co/yRMMFL9em6,-0.416,0.124,0.641,0.235,33
CBS,Sat Nov 02 23:00:00 +0000 2019,"You're watching #CarolsSecondAct Thursday nights at 9:30/8:30c on CBS, but what about @PatriciaHeaton's second act?… https://t.co/rJ09gq5sSz",0.0,0.0,1.0,0.0,34
CBS,Sat Nov 02 18:51:56 +0000 2019,"Attention, Boston movie-making people: When he's not shooting #TheUnicorn on CBS, @robcorddry is available. Let his… https://t.co/hFGz7P1FjU",0.0,0.0,1.0,0.0,35
CBS,Sat Nov 02 13:30:00 +0000 2019,Don't miss this SEC face-off between two top ten teams. Stream #8 Georgia vs. #6 Florida live today at 3:30PM ET on… https://t.co/aZ8IbYfMAs,0.306,0.134,0.866,0.0,36
CBS,Fri Nov 01 23:00:00 +0000 2019,"Wade is excellent at being a father, he's a loyal and dependable friend, and he can give a heart-to-heart talk like… https://t.co/ugybnEF62T",0.875,0.385,0.615,0.0,37
CBS,Fri Nov 01 20:43:18 +0000 2019,Celebrate the legacy and century-and-a-half history of college football with Through the Lens of CBS Sports: Colleg… https://t.co/OJ4jkQHW2S,0.572,0.179,0.821,0.0,38
CBS,Fri Nov 01 19:30:00 +0000 2019,It all starts with a script. Take a peek behind the curtain at how @TheNeighborhood gets made with this look at the… https://t.co/p3lOI5rFMU,0.0,0.0,1.0,0.0,39
CBS,Fri Nov 01 17:16:55 +0000 2019,"@powerforlife03 We ❤️ Auntie Olu, as well. #bobheartsabishola https://t.co/4crm1zMF8x",0.273,0.189,0.811,0.0,40
CBS,Fri Nov 01 17:06:14 +0000 2019,"RT @CBSAllAccess: Sci-fi, action, comedy, drama, &amp; @NFLonCBS - we have it all! Streaming this November on #CBSAllAccess. IT’S ON. https://t…",0.42,0.128,0.872,0.0,41
CBS,Fri Nov 01 02:17:04 +0000 2019,RT @Lesdoggg: I love this family!! She reminds me of my mom yo!! I love this show!! I truly hope one day we all can just be ours elves and…,0.947,0.401,0.599,0.0,42
CBS,Thu Oct 31 22:00:00 +0000 2019,Face the monsters of #Evil this #Halloween. Stream it on https://t.co/2XNQAg6gJ6. https://t.co/VDDumLp0ac,0.0,0.0,1.0,0.0,43
CBS,Thu Oct 31 19:55:55 +0000 2019,RT @YandR_CBS: Need some costume inspiration for tonight? Check out these #Halloween looks from #YR! https://t.co/RVPRKf2uTR,0.571,0.198,0.802,0.0,44
CBS,Thu Oct 31 19:55:45 +0000 2019,"RT @CBSAllAccess: Old tales, new blood. 🥀 Your Halloween treat is the first look at your #TellMeAStory Season 2 key art. https://t.co/Ixkh6…",0.402,0.114,0.886,0.0,45
CBS,Thu Oct 31 18:35:21 +0000 2019,Get into the #Halloween spirit by revisiting @YoungSheldon's spooky Hobbit-inspired dream: https://t.co/Xd5beUx7pw https://t.co/BTlKjGmRbs,0.402,0.252,0.748,0.0,46
CBS,Thu Oct 31 16:22:50 +0000 2019,@TimiFrost https://t.co/ByXflHqU93,0.0,0.0,1.0,0.0,47
CBS,Thu Oct 31 16:08:19 +0000 2019,Gather ‘round for a celebration of family. The 21st annual holiday adoption special A Home for the Holidays with… https://t.co/yeVyYpvxrz,0.791,0.348,0.652,0.0,48
CBS,Thu Oct 31 15:01:20 +0000 2019,"Whether it's a trick or a treat, Happy #Halloween from CBS! https://t.co/k0pgIMaZ9X",0.757,0.449,0.47,0.081,49
CBS,Wed Oct 30 22:30:00 +0000 2019,Trick or treat. #Evil is at your door. Thursdays 10/9c on CBS. https://t.co/V7pKBjCrCN,0.361,0.181,0.738,0.081,50
CBS,Wed Oct 30 21:13:09 +0000 2019,Looking for some last-minute #Halloween costume ideas? Let the stars of CBS on the pages of @CBSWatch Magazine serv… https://t.co/tEF6ipPbD8,0.0,0.0,1.0,0.0,51
CBS,Wed Oct 30 20:00:01 +0000 2019,"From restroom lines to tardiness, the cast of #AllRise shares what laws they would want put in place. https://t.co/xQxTPepPBb",0.361,0.171,0.829,0.0,52
CBS,Wed Oct 30 16:54:30 +0000 2019,"Sweet! In anticipation of #Halloween, the @YandR_CBS stars are scaring up some boooo-tiful Candycuterie boards. https://t.co/eWPICrpXYt",0.2,0.228,0.631,0.141,53
CBS,Tue Oct 29 23:00:00 +0000 2019,Word to the wise: don't give Carol any guff unless you want to deal with Nurse Dennis. New episodes of… https://t.co/nxKwDzc7Uz,0.527,0.188,0.812,0.0,54
CBS,Tue Oct 29 20:00:00 +0000 2019,Have you hung out with these two yet? Catch them and their hilarious castmates cutting it up on new episodes of… https://t.co/D4SCQRMCu9,0.296,0.112,0.826,0.062,55
CBS,Tue Oct 29 17:23:39 +0000 2019,"Recognizing the signs of a stroke, Abishola advises Bob and his sister to rush their mom to the hospital. New episo… https://t.co/26k25zoubn",0.0,0.0,1.0,0.0,56
CBS,Tue Oct 29 05:06:46 +0000 2019,RT @SimoneMissick: Sherri’s just a big ole softie after all...@RuthieAnnMiles @CBS #ALLRISE https://t.co/io0cGLjQDW,0.0,0.0,1.0,0.0,57
CBS,Tue Oct 29 02:47:54 +0000 2019,RT @SimoneMissick: #ALLRISE cast still at work. Working hard to make these next 9 episodes!!! Sorry we couldn’t tweet tonight! We love y’al…,0.688,0.198,0.702,0.1,58
CBS,Tue Oct 29 02:00:25 +0000 2019,Thanks for joining us on the #Lolacoaster. What did everyone think of tonight's #AllRise? https://t.co/DkpgrrCyOj,0.44,0.172,0.828,0.0,59
CBS,Tue Oct 29 01:58:30 +0000 2019,@tiffjaxon Finally! #Lemily #AllRise https://t.co/vCaGN3RwuR,0.0,0.0,1.0,0.0,60
CBS,Tue Oct 29 01:56:33 +0000 2019,Anyone dressing up as #JudgeLola for #Halloween? #AllRise https://t.co/KrmaMKHTOk,0.0,0.0,1.0,0.0,61
CBS,Tue Oct 29 01:54:54 +0000 2019,@_kirstinramsey Sara FTW. #AllRise https://t.co/VHyQnF0XHe,0.577,0.483,0.517,0.0,62
CBS,Tue Oct 29 01:50:19 +0000 2019,@ShiAnna_913 Glad you're enjoying #AllRise. https://t.co/JmoajS0jnk,0.751,0.615,0.385,0.0,63
CBS,Tue Oct 29 01:41:17 +0000 2019,And that's why we love her. #AllRise https://t.co/4WzZRfBiDL,0.637,0.375,0.625,0.0,64
CBS,Tue Oct 29 01:40:08 +0000 2019,@tiffjaxon Well technically there was this (non)date. #AllRise https://t.co/ClGIvvwiWW,0.273,0.208,0.792,0.0,65
CBS,Tue Oct 29 01:36:28 +0000 2019,@c_rossover No doubt about it. #AllRise https://t.co/Z0YWyGo7JD,-0.572,0.0,0.515,0.485,66
CBS,Tue Oct 29 01:35:42 +0000 2019,@kendallwhite05 Is #Lemily a close second? #AllRise https://t.co/IlSQoLs8x1,0.0,0.0,1.0,0.0,67
CBS,Tue Oct 29 01:33:57 +0000 2019,@LolaCarmichael1 She always shows she cares in her own way. #AllRise https://t.co/HyC6SCPcDE,0.459,0.214,0.786,0.0,68
CBS,Tue Oct 29 01:33:14 +0000 2019,@OnPointeJ Count us in. #AllRise https://t.co/0YnNQDl4VZ,0.0,0.0,1.0,0.0,69
CBS,Tue Oct 29 01:28:48 +0000 2019,"You got this, Lola. #AllRise https://t.co/T21peDfWIP",0.0,0.0,1.0,0.0,70
CBS,Tue Oct 29 01:21:28 +0000 2019,@lookfabuless She truly is amazing. #AllRise https://t.co/YboqQaHw3F,0.772,0.573,0.427,0.0,71
CBS,Tue Oct 29 01:15:26 +0000 2019,@aprilrudgate @WilsonBethel Your friends will love it! #AllRise https://t.co/73qs71UL3R,0.822,0.52,0.48,0.0,72
CBS,Tue Oct 29 01:12:50 +0000 2019,@bigboutya1 *loves pie. #AllRise https://t.co/X0XzqQcyir,0.0,0.0,1.0,0.0,73
CBS,Tue Oct 29 01:09:24 +0000 2019,"@c_rossover Multi-tasking, great idea right @jalexbrinson? #AllRise https://t.co/nbohAH28D0",0.625,0.369,0.631,0.0,74
CBS,Tue Oct 29 01:07:44 +0000 2019,@MalashaMonique Cheers to that! #AllRise https://t.co/PF0uTayQz5,0.526,0.404,0.596,0.0,75
CBS,Tue Oct 29 01:04:11 +0000 2019,"@TRVLR28 We ❤️ it, too. #BobHeartsAbishola https://t.co/Pm4A083w7H",0.0,0.0,1.0,0.0,76
CBS,Tue Oct 29 01:03:46 +0000 2019,RT @WilsonBethel: It’s #AllRise O’clock.,0.0,0.0,1.0,0.0,77
CBS,Tue Oct 29 01:01:57 +0000 2019,@__priscillaaax Douglas's ❤️ is in the right place. #BobHeartsAbishola https://t.co/nQLzUsC1qb,0.0,0.0,1.0,0.0,78
CBS,Tue Oct 29 01:01:00 +0000 2019,"Fierce and fabulous, style and substance. Catch @simonemissick on a new #AllRise starting now! https://t.co/l5M9td3ac8",0.571,0.221,0.779,0.0,79
CBS,Tue Oct 29 01:00:00 +0000 2019,"We don’t ❤️ waiting to see what happens next, but thanks for watching #BobHeartsAbishola with us tonight. https://t.co/l7ABue8Ajh",0.593,0.176,0.824,0.0,80
CBS,Tue Oct 29 00:59:36 +0000 2019,"@mrsssmac Someone's cutting onions here, too. #BobHeartsAbishola https://t.co/2FHKhnsKpk",-0.128,0.0,0.824,0.176,81
CBS,Tue Oct 29 00:58:19 +0000 2019,@drjen9 Relationships aren't just built on first dates. #BobHeartsAbishola https://t.co/zKdGTIlU0E,0.0,0.0,1.0,0.0,82
CBS,Tue Oct 29 00:56:26 +0000 2019,@70zbay We ❤️ watching it. #BobHeartsAbishola https://t.co/T0mp53cqrr,0.0,0.0,1.0,0.0,83
CBS,Tue Oct 29 00:55:48 +0000 2019,@jrrbusby Kemi ❤️ love. #BobHeartsAbishola https://t.co/NiiOOfgDJN,0.637,0.412,0.588,0.0,84
CBS,Tue Oct 29 00:54:22 +0000 2019,@1986Webber She's got things under control. #BobHeartsAbishola https://t.co/5aphL1T8GL,0.0,0.0,1.0,0.0,85
CBS,Tue Oct 29 00:53:41 +0000 2019,@Shelley514 Bob agrees (and so do we). #BobHeartsAbishola https://t.co/kDnvFwGnYS,0.202,0.184,0.816,0.0,86
CBS,Tue Oct 29 00:50:14 +0000 2019,@bigboutya1 It's a good thing that Abishola is a nurse. #BobHeartsAbishola https://t.co/XwCp2hJGV1,0.44,0.244,0.756,0.0,87
CBS,Tue Oct 29 00:47:48 +0000 2019,@Ren_War89 She's coming around to ❤️. #BobHeartsAbishola https://t.co/PQNArt3ad6,0.0,0.0,1.0,0.0,88
CBS,Tue Oct 29 00:46:04 +0000 2019,@DelightfulDame And charming conversation! #BobHeartsAbishola https://t.co/hZZNniNrFs,0.624,0.45,0.55,0.0,89
CBS,Tue Oct 29 00:45:16 +0000 2019,@pamackerson #BobHeartsAbishola https://t.co/R58H0XGQHj,0.0,0.0,1.0,0.0,90
CBS,Tue Oct 29 00:44:30 +0000 2019,❤️ is on the menu tonight. #BobHeartsAbishola https://t.co/1mzRlJ6f9z,0.0,0.0,1.0,0.0,91
CBS,Tue Oct 29 00:44:11 +0000 2019,@SighRN They might have a say in the story's direction. #BobHeartsAbishola https://t.co/apmG33VIP0,0.0,0.0,1.0,0.0,92
CBS,Tue Oct 29 00:43:01 +0000 2019,"@DelightfulDame Oh, yeah. Tunde ❤️ Olu. #BobHeartsAbishola https://t.co/jfKRWmUlZM",0.296,0.216,0.784,0.0,93
CBS,Tue Oct 29 00:42:00 +0000 2019,"@DelightfulDame Sometimes you have to take the bus, though. #BobHeartsAbishola https://t.co/r1yO214P0B",0.0,0.0,1.0,0.0,94
CBS,Tue Oct 29 00:40:45 +0000 2019,"All clothes are sandwich clothes, Auntie Olu, especially if you ❤️ layering. #BobHeartsAbishola https://t.co/Bv4Lk8eEIR",0.0,0.0,1.0,0.0,95
CBS,Tue Oct 29 00:37:51 +0000 2019,@edwardistheman We agree. #BobHeartsAbishola https://t.co/PKZnUXCgLZ,0.361,0.385,0.615,0.0,96
CBS,Tue Oct 29 00:36:25 +0000 2019,@actravlr ❤️ #BobHeartsAbishola https://t.co/mx5hqWcOAs,0.0,0.0,1.0,0.0,97
CBS,Tue Oct 29 00:35:10 +0000 2019,@Peteythegreat We're glad she ❤️ it. #BobHeartsAbishola https://t.co/08gd8HxkVB,0.459,0.273,0.727,0.0,98
CBS,Tue Oct 29 00:33:32 +0000 2019,@AnneLaBarbera Um... 😉 #BobHeartsAbishola https://t.co/AM70IzYnkp,0.0,0.0,1.0,0.0,99
CBS,Tue Oct 29 00:31:51 +0000 2019,@jrrbusby Here we go! #BobHeartsAbishola https://t.co/LIPogqDuc3,0.0,0.0,1.0,0.0,100
CNN,Wed Nov 06 22:53:37 +0000 2019,"For the first time in 19 years, a team of scientists has detected a new strain of HIV https://t.co/PwMOdURrpK",-0.052,0.0,0.93,0.07,1
CNN,Wed Nov 06 22:45:04 +0000 2019,"The state of California revealed  it is investigating Facebook over the technology giant's privacy practices, compl… https://t.co/Sooui9fmIm",0.0,0.0,1.0,0.0,2
CNN,Wed Nov 06 22:38:45 +0000 2019,Sen. Mazie Hirono backs a Senate resolution to protect whistleblowers and says that Congress has a “responsibility… https://t.co/FQV1pXrcya,0.34,0.146,0.787,0.067,3
CNN,Wed Nov 06 22:37:56 +0000 2019,"""Nothing really makes you more committed to your city and the environment... than realizing you're going to have a… https://t.co/fQ7Vn8ujle",0.338,0.112,0.888,0.0,4
CNN,Wed Nov 06 22:33:16 +0000 2019,"Amid growing concerns about its rental listing platform, Airbnb will start verifying all 7 million listings, with t… https://t.co/QXcVw1u8mn",0.178,0.091,0.909,0.0,5
CNN,Wed Nov 06 22:24:29 +0000 2019,"Rather than walking into a sweetheart deal with the US, the UK is likely to be confronted by a phalanx of hard-nose… https://t.co/vZYSsLGly8",0.542,0.171,0.757,0.072,6
CNN,Wed Nov 06 22:16:08 +0000 2019,A data breach at the California Department of Motor Vehicles may have exposed some drivers' Social Security number… https://t.co/wQDPWJfLrj,0.273,0.122,0.812,0.066,7
CNN,Wed Nov 06 22:09:06 +0000 2019,The Supreme Court grappled with questions about the scope of the Clean Water Act and the Environmental Protection A… https://t.co/xOYkOxNkrm,0.743,0.259,0.741,0.0,8
CNN,Wed Nov 06 21:54:24 +0000 2019,"The ""Soccer in the Streets"" program in Atlanta looks to transform public transit stations with soccer fields… https://t.co/xYu4v7fpgj",0.0,0.0,1.0,0.0,9
CNN,Wed Nov 06 21:45:47 +0000 2019,An independent who changed her party affiliation after sparring with the local Democratic Party became the first el… https://t.co/sTFsCyTKBn,0.66,0.241,0.759,0.0,10
CNN,Wed Nov 06 21:31:18 +0000 2019,Bud Light Seltzer will debut in the first quarter of 2020 https://t.co/Q6Cl1SDAWm,0.0,0.0,1.0,0.0,11
CNN,Wed Nov 06 21:30:08 +0000 2019,John McNamara was a sportswriter for the Capital Gazette when he was killed by a gunman who attacked the newspaper'… https://t.co/j8ekXfPycR,-0.818,0.0,0.694,0.306,12
CNN,Wed Nov 06 21:18:59 +0000 2019,Former US Ambassador to Ukraine Bill Taylor “consistently and in detail describes the Trump White House pushing the… https://t.co/UPjsqbgzLJ,0.0,0.0,1.0,0.0,13
CNN,Wed Nov 06 21:11:25 +0000 2019,"RT @AC360: .@MitchAlbom, best-selling author of “Tuesdays With Morrie,” joins Full Circle to speak with @AndersonCooper about his latest me…",0.0,0.0,1.0,0.0,14
CNN,Wed Nov 06 21:11:00 +0000 2019,The impeachment inquiry has uncovered at least three examples of the quid pro quo between the Trump administration… https://t.co/fgj33xAVmF,0.0,0.0,1.0,0.0,15
CNN,Wed Nov 06 21:01:45 +0000 2019,"""As urban areas become more Democratic leaning and rural areas move to the right, the suburbs are likely going to b… https://t.co/bU4MjzXCoS",0.0,0.0,1.0,0.0,16
CNN,Wed Nov 06 20:44:14 +0000 2019,"A warning system was activated by mistake, leading to fears of a hijacking and bringing Amsterdam's Schiphol Airpor… https://t.co/NXSYvo3VqG",-0.765,0.0,0.648,0.352,17
CNN,Wed Nov 06 20:27:06 +0000 2019,Kentucky Gov. Matt Bevin is requesting a recanvass of Tuesday's election after losing to his Democratic opponent by… https://t.co/NLsBiuj3E4,-0.382,0.0,0.867,0.133,18
CNN,Wed Nov 06 20:20:52 +0000 2019,John McNamara was a sportswriter for the Capital Gazette when he was killed by a gunman who attacked the newspaper'… https://t.co/tbKErsMYcl,-0.818,0.0,0.694,0.306,19
CNN,Wed Nov 06 20:20:04 +0000 2019,"A Georgia man who used racial slurs and got into a fight with his targets was then shot and killed by one of them,… https://t.co/cMVd6t7RWU",-0.796,0.0,0.747,0.253,20
CNN,Wed Nov 06 20:10:04 +0000 2019,Elizabeth Warren's aggressive plans to level the playing field for the American economy are drawing heavy fire from… https://t.co/H2SUZFsSaj,-0.296,0.083,0.734,0.183,21
CNN,Wed Nov 06 20:00:09 +0000 2019,A data breach at the California Department of Motor Vehicles may have exposed some drivers' Social Security number… https://t.co/V3Fo52vmIA,0.273,0.122,0.812,0.066,22
CNN,Wed Nov 06 19:50:05 +0000 2019,"An amber alert has been issued for a 5-year-old girl who police say disappeared from her home in Jacksonville, Flor… https://t.co/jnN5cjJSdL",0.077,0.1,0.814,0.086,23
CNN,Wed Nov 06 19:40:05 +0000 2019,"Chlöe Swarbrick was speaking about the Zero Carbon Bill, which would set a target of zero carbon emissions for the… https://t.co/HFoUwj9BtZ",0.0,0.0,1.0,0.0,24
CNN,Wed Nov 06 19:30:00 +0000 2019,This American dad fears it will be harder to get his children out of Syria because of the US troop withdrawal. His… https://t.co/LYC2kdzbjd,-0.402,0.044,0.843,0.112,25
CNN,Wed Nov 06 19:21:15 +0000 2019,The House committees running the impeachment inquiry into President Trump released the transcript of their closed-d… https://t.co/E3TwDJhtSp,0.0,0.0,1.0,0.0,26
CNN,Wed Nov 06 19:20:05 +0000 2019,"Former Vice President Joe Biden, Massachusetts Sen. Elizabeth Warren and Vermont Sen. Bernie Sanders lead the race… https://t.co/7RtdPpR2Ai",0.0,0.0,1.0,0.0,27
CNN,Wed Nov 06 19:14:47 +0000 2019,JUST IN: House impeachment investigators have released a transcript of closed-door testimony from the top US diplom… https://t.co/ZPF4atyIy7,0.202,0.101,0.899,0.0,28
CNN,Wed Nov 06 19:10:06 +0000 2019,"Popular Fortnite YouTuber FaZe Jarvis has been issued a lifetime ban by the game's creators, Epic Games, following… https://t.co/BPrZgwPnCN",-0.202,0.125,0.714,0.161,29
CNN,Wed Nov 06 18:59:36 +0000 2019,High school students helped a young boy with cerebral palsy transform into The Incredible Hulk for Halloween… https://t.co/2sBm9WGAfQ,0.0,0.0,1.0,0.0,30
CNN,Wed Nov 06 18:48:26 +0000 2019,Watch this billionaire get choked up talking about Elizabeth Warren's wealth tax https://t.co/15IIXUy6X1 https://t.co/l9LrdAGKh8,0.026,0.175,0.656,0.169,31
CNN,Wed Nov 06 18:31:11 +0000 2019,Bud Light Seltzer is joining the battle for spiked seltzer supremacy. https://t.co/VxSLeAvjmz,-0.34,0.087,0.725,0.188,32
CNN,Wed Nov 06 18:29:58 +0000 2019,"Boeing CEO Dennis Muilenburg will take a significant cut in pay for 2019 and 2020, according to the company's new c… https://t.co/tG9c9P0RjC",-0.178,0.077,0.773,0.15,33
CNN,Wed Nov 06 18:20:07 +0000 2019,"Pringles has unveiled a seasonal food-flavored chip feast, and it's poised to replace the whole Thanksgiving spread. https://t.co/goWmZHjq5a",0.25,0.111,0.889,0.0,34
CNN,Wed Nov 06 18:10:03 +0000 2019,Police say they're looking for a 13-year-old murder suspect who escaped from officers following a court appearance… https://t.co/FSdbJBQp8D,-0.784,0.0,0.67,0.33,35
CNN,Wed Nov 06 18:00:09 +0000 2019,Secretary Mike Pompeo’s standing within the State Department is damaged and morale is devastatingly low after revel… https://t.co/ICAApptXiB,-0.813,0.0,0.641,0.359,36
CNN,Wed Nov 06 17:50:08 +0000 2019,Virginia Gov. Ralph Northam says he will reintroduce gun control measures in the upcoming legislative sessions now… https://t.co/ukLYnZi2jv,-0.34,0.0,0.876,0.124,37
CNN,Wed Nov 06 17:40:00 +0000 2019,"College student Jayson Gonzalez drove hundreds of miles every weekend, bringing home Krispy Kreme donuts to resell… https://t.co/Gz5DOZ8JQP",0.0,0.0,1.0,0.0,38
CNN,Wed Nov 06 17:37:43 +0000 2019,"Facebook says that as many as 100 app developers could have accessed certain user data, which included names and pr… https://t.co/C3b6lCcAxW",0.273,0.095,0.905,0.0,39
CNN,Wed Nov 06 17:28:11 +0000 2019,Tourists in Jerusalem will be able to take a cable car right up to some of the Old City's key holy sites under cont… https://t.co/hoD67flzFI,0.0,0.0,1.0,0.0,40
CNN,Wed Nov 06 17:26:08 +0000 2019,A fishing crew lobstering off the coast of Maine rescued a deer that had been swept five miles out to sea.… https://t.co/macTGW7md7,0.422,0.128,0.872,0.0,41
CNN,Wed Nov 06 17:18:42 +0000 2019,"While the amount of time spent at work was cut dramatically, productivity — measured by sales per employee — went u… https://t.co/VEknreaYYV",-0.273,0.0,0.9,0.1,42
CNN,Wed Nov 06 17:15:27 +0000 2019,The Red Sea is home to some of the world's best and most beautiful coral reefs. Here's how you can explore them in… https://t.co/bDjRtYh188,0.855,0.276,0.724,0.0,43
CNN,Wed Nov 06 17:10:03 +0000 2019,"A Georgia man who used racial slurs and got into a fight with his targets was then shot and killed by one of them,… https://t.co/6eivm24iRU",-0.796,0.0,0.747,0.253,44
CNN,Wed Nov 06 17:00:10 +0000 2019,AT&amp;T agreed to a $60 million settlement over allegations it misled more than 3.5 million customers by charging them… https://t.co/19e0rftKR9,0.273,0.104,0.896,0.0,45
CNN,Wed Nov 06 16:50:07 +0000 2019,House Intelligence Chairman Adam Schiff has announced public impeachment hearings will begin next week as Democrats… https://t.co/Ji3q4EVDbc,0.477,0.162,0.838,0.0,46
CNN,Wed Nov 06 16:40:00 +0000 2019,"Xerox is reportedly considering buying Hewlett-Packard, according to the Wall Street Journal https://t.co/PU0uzmoDne https://t.co/mpkwne7bP6",0.0,0.0,1.0,0.0,47
CNN,Wed Nov 06 16:38:50 +0000 2019,House impeachment investigators have requested acting White House chief of staff Mick Mulvaney testify on Capitol H… https://t.co/InUjWGSIsV,0.0,0.0,1.0,0.0,48
CNN,Wed Nov 06 16:30:13 +0000 2019,"Ford unveiled a fully electric 900-horsepower Mustang at a car show in Las Vegas Wednesday. It's not for sale, but… https://t.co/w3Upk3UPW7",0.0,0.0,1.0,0.0,49
CNN,Wed Nov 06 16:20:04 +0000 2019,"TV ads, mailers and 50,000 phone calls. A gun-safety group, founded by former New York City Mayor Michael Bloomberg… https://t.co/dZcaGrnAGc",0.0,0.0,1.0,0.0,50
CNN,Wed Nov 06 16:10:09 +0000 2019,The coming Democratic takeover of the Virginia legislature has cleared the path for the state to ratify the Equal R… https://t.co/aVHPDGcoPy,0.103,0.065,0.935,0.0,51
CNN,Wed Nov 06 16:00:06 +0000 2019,A Virginia Democrat who lost her 2017 race for the state's House of Delegates after another candidate's name was pi… https://t.co/geuYitA31u,-0.318,0.0,0.892,0.108,52
CNN,Wed Nov 06 15:50:04 +0000 2019,An Italian youth soccer team has backtracked from a controversial plan to play in blackface as a protest against ra… https://t.co/hHB6fC5xJ1,-0.103,0.108,0.721,0.171,53
CNN,Wed Nov 06 15:40:04 +0000 2019,"Italian school students in every grade will be required to study climate change and sustainability, in an attempt t… https://t.co/JhDTT14ksj",0.0,0.0,1.0,0.0,54
CNN,Wed Nov 06 15:30:06 +0000 2019,The Irish airline said in a statement Wednesday that inspections ordered by US regulators had turned up problems wi… https://t.co/7yJ8dYvoKO,-0.402,0.0,0.87,0.13,55
CNN,Wed Nov 06 15:20:07 +0000 2019,"A brand new $1 billion, 35-gate passenger terminal at Louis Armstrong New Orleans International Airport opens to th… https://t.co/hc5DntZpiT",0.0,0.0,1.0,0.0,56
CNN,Wed Nov 06 15:09:38 +0000 2019,The biggest question facing voters in 2020 | By Elliot Williams for @CNNOpinion https://t.co/kL8KLFqw7z https://t.co/Lwd1BxoQXe,0.0,0.0,1.0,0.0,57
CNN,Wed Nov 06 15:00:07 +0000 2019,"A Georgia man who used racial slurs and got into a fight with his targets was then shot and killed by one of them,… https://t.co/HEm84ynqEZ",-0.796,0.0,0.747,0.253,58
CNN,Wed Nov 06 14:50:06 +0000 2019,They covered the 9/11 attacks at ground zero. Now they have cancer. And they want other journalists to know that co… https://t.co/vntagaSEdl,-0.791,0.047,0.688,0.264,59
